REAPER ACTIONS WITH DESCRIPTIONS
Format: ActionID|Description
41275|Item edit: Nudge right by saved nudge dialog settings 1
41276|Item edit: Nudge right by saved nudge dialog settings 2
41277|Item edit: Nudge right by saved nudge dialog settings 3
41278|Item edit: Nudge right by saved nudge dialog settings 4
41279|Item edit: Nudge left by saved nudge dialog settings 1
41280|Item edit: Nudge left by saved nudge dialog settings 2
41281|Item edit: Nudge left by saved nudge dialog settings 3
41282|Item edit: Nudge left by saved nudge dialog settings 4
41283|Item edit: Save nudge dialog settings 5
41284|Item edit: Save nudge dialog settings 6
41285|Item edit: Save nudge dialog settings 7
41286|Item edit: Save nudge dialog settings 8
41287|Item edit: Nudge right by saved nudge dialog settings 5
41288|Item edit: Nudge right by saved nudge dialog settings 6
41289|Item edit: Nudge right by saved nudge dialog settings 7
41290|Item edit: Nudge right by saved nudge dialog settings 8
41291|Item edit: Nudge left by saved nudge dialog settings 5
41292|Item edit: Nudge left by saved nudge dialog settings 6
41293|Item edit: Nudge left by saved nudge dialog settings 7
41294|Item edit: Nudge left by saved nudge dialog settings 8
41295|Item: Duplicate items
41296|Item: Duplicate selected area of items
41297|Toolbar: Show/hide toolbar at top of main window
41298|Run LICEcap (animated screen capture utility)
41299|Item edit: Move position of item under mouse to edit cursor
41300|Item edit: Trim left edge of item under mouse to edit cursor
41301|Item edit: Move left edge of item under mouse to edit cursor
41302|Item edit: Move right edge of item under mouse to edit cursor
41303|Item edit: Move contents of item under mouse to edit cursor
41304|Item edit: Move duplicate of item under mouse to edit cursor
41305|Item edit: Trim left edge of item to edit cursor
41306|Item edit: Move left edge of item to edit cursor
41307|Item edit: Move right edge of item to edit cursor
41308|Item edit: Move contents of item to edit cursor
41309|Item edit: Move duplicate of item to edit cursor
41310|Item edit: Trim right edge of item under mouse to edit cursor
41311|Item edit: Trim right edge of item to edit cursor
41312|Track: Lock track controls
41313|Track: Unlock track controls
41314|Track: Toggle lock/unlock track controls
41319|Item: Copy items to time selection, trim/loop to fit
41320|Item: Move items to time selection, trim/loop to fit
41321|Track: Set record path to primary
41322|Track: Set record path to secondary
41323|Track: Set record path to primary+secondary
41324|Track: Select all tracks that have controls locked
41325|View: Increase selected track heights
41326|View: Decrease selected track heights
41327|View: Increase selected track heights a little bit
41328|View: Decrease selected track heights a little bit
41329|Options: Toggle new recording adds lanes in layers (multiple lanes play at once)
41330|Options: New recording splits existing items and adds takes (default)
41331|Take: Set active take to custom color...
41332|Take: Set active take to one random color
41333|Take: Set active take to default color
41334|Take: Set all takes created in the same recording pass to custom color...
41335|Take: Set all takes created in the same recording pass to one random color
41336|Take: Set all takes created in the same recording pass to default color
41337|Take: Set all takes of selected items to default color
41338|Options: Toggle editing active take source start offset (slip editing) adjusts all takes
41339|Item properties: Toggle lock to active take (toggle mouse click changes active take)
41340|Item properties: Lock to active take (mouse click will not change active take)
41341|Item properties: Unlock takes (mouse click will change active take)
41342|Take: Activate take under mouse
41343|Colors: Reset random color generator
41344|Options: Show tooltips on media items and envelopes
41345|Help: Show mouse editing help in the area beneath the track control panels
41346|Options: Show empty takes (align takes by recording pass)
41348|Item: Remove all empty takes
41349|Item: Remove the empty take before the active take
41350|Item: Remove the empty take after the active take
41351|Item: Add an empty take before the active take
41352|Item: Add an empty take after the active take
41353|Item: Rotate takes forward
41354|Item: Rotate takes backward
41355|Options: Allow selecting empty takes
41356|Options: Mouse modifier preferences...
41357|Send: Mute track send #1
41358|Send: Mute track send #2
41359|Send: Mute track send #3
41360|Send: Mute track send #4
41361|Send: Mute track send #5
41362|Send: Mute track send #6
41363|Send: Mute track send #7
41364|Send: Mute track send #8
41365|Send: Mute track receive #1
41366|Send: Mute track receive #2
41367|Send: Mute track receive #3
41368|Send: Mute track receive #4
41369|Send: Mute track receive #5
41370|Send: Mute track receive #6
41371|Send: Mute track receive #7
41372|Send: Mute track receive #8
41373|Comp takes: Save/rename active comp...
41374|Comp takes: Remove active comp from list
41375|Comp takes: Activate previous comp
41376|Comp takes: Activate next comp
41377|Comp takes: Toggle select last comp (A/B)
41378|Comp takes: Move active comp to top lane
41379|Comp takes: Crop list to active comp
41380|Item: Move active takes to top
41381|Item: Choose active take for item under mouse
41382|Comp takes: Choose active comp for item under mouse (and all other items in the comp)
41383|Edit: Copy items/tracks/envelope points (depending on focus) within time selection, if any (smart copy)
41384|Edit: Cut items/tracks/envelope points (depending on focus) within time selection, if any (smart cut)
41385|Item: Fit items to time selection, padding with silence if needed
41386|Item: Fit items to time selection, looping if needed
41388|Item properties: Set take channel mode to mono channel 03
41389|Item properties: Set take channel mode to mono channel 04
41390|Item properties: Set take channel mode to mono channel 05
41391|Item properties: Set take channel mode to mono channel 06
41392|Item properties: Set take channel mode to mono channel 07
41393|Item properties: Set take channel mode to mono channel 08
41394|Item properties: Set take channel mode to mono channel 09
41395|Item properties: Set take channel mode to mono channel 10
41396|Item properties: Set take channel mode to mono channel 11
41397|Item properties: Set take channel mode to mono channel 12
41398|Item properties: Set take channel mode to mono channel 13
41399|Item properties: Set take channel mode to mono channel 14
41400|Item properties: Set take channel mode to mono channel 15
41401|Item properties: Set take channel mode to mono channel 16
41402|Item properties: Set take channel mode to mono channel 17
41403|Item properties: Set take channel mode to mono channel 18
41404|Item properties: Set take channel mode to mono channel 19
41405|Item properties: Set take channel mode to mono channel 20
41406|Item properties: Set take channel mode to mono channel 21
41407|Item properties: Set take channel mode to mono channel 22
41408|Item properties: Set take channel mode to mono channel 23
41409|Item properties: Set take channel mode to mono channel 24
41410|Item properties: Set take channel mode to mono channel 25
41411|Item properties: Set take channel mode to mono channel 26
41412|Item properties: Set take channel mode to mono channel 27
41413|Item properties: Set take channel mode to mono channel 28
41414|Item properties: Set take channel mode to mono channel 29
41415|Item properties: Set take channel mode to mono channel 30
41416|Item properties: Set take channel mode to mono channel 31
41417|Item properties: Set take channel mode to mono channel 32
41418|Item properties: Set take channel mode to mono channel 33
41419|Item properties: Set take channel mode to mono channel 34
41420|Item properties: Set take channel mode to mono channel 35
41421|Item properties: Set take channel mode to mono channel 36
41422|Item properties: Set take channel mode to mono channel 37
41423|Item properties: Set take channel mode to mono channel 38
41424|Item properties: Set take channel mode to mono channel 39
41425|Item properties: Set take channel mode to mono channel 40
41426|Item properties: Set take channel mode to mono channel 41
41427|Item properties: Set take channel mode to mono channel 42
41428|Item properties: Set take channel mode to mono channel 43
41429|Item properties: Set take channel mode to mono channel 44
41430|Item properties: Set take channel mode to mono channel 45
41431|Item properties: Set take channel mode to mono channel 46
41432|Item properties: Set take channel mode to mono channel 47
41433|Item properties: Set take channel mode to mono channel 48
41434|Item properties: Set take channel mode to mono channel 49
41435|Item properties: Set take channel mode to mono channel 50
41436|Item properties: Set take channel mode to mono channel 51
41437|Item properties: Set take channel mode to mono channel 52
41438|Item properties: Set take channel mode to mono channel 53
41439|Item properties: Set take channel mode to mono channel 54
41440|Item properties: Set take channel mode to mono channel 55
41441|Item properties: Set take channel mode to mono channel 56
41442|Item properties: Set take channel mode to mono channel 57
41443|Item properties: Set take channel mode to mono channel 58
41444|Item properties: Set take channel mode to mono channel 59
41445|Item properties: Set take channel mode to mono channel 60
41446|Item properties: Set take channel mode to mono channel 61
41447|Item properties: Set take channel mode to mono channel 62
41448|Item properties: Set take channel mode to mono channel 63
41449|Item properties: Set take channel mode to mono channel 64
41450|Item properties: Set take channel mode to stereo channels 01/02
41451|Item properties: Set take channel mode to stereo channels 02/03
41452|Item properties: Set take channel mode to stereo channels 03/04
41453|Item properties: Set take channel mode to stereo channels 04/05
